,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
0,0.0,9.152972,10.1299095,8.889551,9.796015,9.508844,9.376719,13.117153,9.088944,10.286768,9.399618,10.8615,8.427412,9.053513,9.280858,12.3394375
1,9.152972,0.0,8.913647,22.995115,5.708292,4.0265512,4.3442955,13.980177,8.920768,5.5907564,8.388088,15.196108,10.73007,5.020436,5.6382446,11.439241
2,10.1299095,8.913647,0.0,10.889629,7.0729465,5.274635,1.7195325,10.421101,10.938565,2.2831993,16.545937,7.4056764,8.669596,7.4919276,5.2193537,11.160589
3,8.889551,22.995115,10.889629,0.0,12.645873,25.511526,23.409832,15.43276,14.836557,32.651756,17.115196,85.946915,13.101086,11.153486,33.147324,15.064452
4,9.796015,5.708292,7.0729465,12.645873,0.0,9.040048,4.2912917,11.773159,9.065001,4.908819,3.1828928,5.7758555,7.5321574,3.4683022,4.1679473,10.729658
5,9.508844,4.0265512,5.274635,25.511526,9.040048,0.0,2.5964875,13.247793,5.6189528,5.054718,4.101383,5.4446325,8.113454,3.4079494,5.6132703,10.410551
6,9.376719,4.3442955,1.7195325,23.409832,4.2912917,2.5964875,0.0,11.99214,3.5946374,1.9165936,2.091782,8.386801,6.751101,0.23692894,2.2998052,8.619681
7,13.117153,13.980177,10.421101,15.43276,11.773159,13.247793,11.99214,0.0,12.694516,13.934332,9.780993,19.362406,12.937222,11.882256,17.98701,10.374607
8,9.088944,8.920768,10.938565,14.836557,9.065001,5.6189528,3.5946374,12.694516,0.0,5.9881463,6.9523883,6.5245104,7.4888363,6.5685716,5.806223,14.474948
9,10.286768,5.5907564,2.2831993,32.651756,4.908819,5.054718,1.9165936,13.934332,5.9881463,0.0,3.6608357,4.430903,5.15591,3.8831444,4.761885,10.778139
10,9.399618,8.388088,16.545937,17.115196,3.1828928,4.101383,2.091782,9.780993,6.9523883,3.6608357,0.0,6.387924,4.9972134,8.538294,8.006783,13.736445
11,10.8615,15.196108,7.4056764,85.946915,5.7758555,5.4446325,8.386801,19.362406,6.5245104,4.430903,6.387924,0.0,10.57909,8.979705,8.90299,17.719925
12,8.427412,10.73007,8.669596,13.101086,7.5321574,8.113454,6.751101,12.937222,7.4888363,5.15591,4.9972134,10.57909,0.0,7.758893,8.398598,12.358987
13,9.053513,5.020436,7.4919276,11.153486,3.4683022,3.4079494,0.23692894,11.882256,6.5685716,3.8831444,8.538294,8.979705,7.758893,0.0,3.465128,14.282698
14,9.280858,5.6382446,5.2193537,33.147324,4.1679473,5.6132703,2.2998052,17.98701,5.806223,4.761885,8.006783,8.90299,8.398598,3.465128,0.0,12.708597
15,12.3394375,11.439241,11.160589,15.064452,10.729658,10.410551,8.619681,10.374607,14.474948,10.778139,13.736445,17.719925,12.358987,14.282698,12.708597,0.0
